policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00095,CUS00095,2018-07-27,2025-12-16,HO6,Active,7640,2500,2500,24200,1,1209000,1,111000,1,642000,1,289000,1,300000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Tenant Occupied,1435000,23,11,Metal,Masonry Veneer,2913
POL00096,CUS00096,2010-07-09,2025-01-15,HO3,Active,2020,5000,10000,20000,1,1001000,0,0,1,654000,1,258000,1,100000,1,1000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,1104000,13,13,Metal,Reinforced Concrete,3990
POL00097,CUS00097,2016-04-10,2025-06-04,HO3,Active,2790,2000,7500,19200,1,641000,1,59000,1,357000,1,179000,1,100000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,838000,49,14,Concrete Tile,Masonry,3271
POL00098,CUS00098,2008-12-27,2025-04-02,HO6,Active,7300,2500,10000,24900,1,1244000,1,112000,1,588000,1,329000,1,300000,1,1000,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,Owner Occupied,1426000,61,28,Asphalt Shingle,Masonry,2272
POL00099,CUS00099,2019-06-27,2026-05-16,HO6,Active,6750,1000,7500,20600,1,413000,1,55000,1,240000,1,102000,1,300000,1,1000,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Owner Occupied,412000,70,9,Metal,Concrete Block,2440
POL00100,CUS00100,2011-12-29,2022-11-29,HO5,Active,8000,10000,10000,22000,1,1099000,1,121000,1,522000,1,323000,1,500000,1,1000,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Owner Occupied,1311000,71,22,Metal,Concrete Block,3828
POL00101,CUS00101,2010-06-25,2023-01-26,HO3,Active,9140,1000,7500,8500,1,284000,1,27000,1,189000,1,82000,1,300000,1,5000,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,Owner Occupied,389000,72,7,Tile,Frame,2472
POL00102,CUS00102,2016-08-23,2026-06-30,HO6,Active,5270,7500,10000,6200,1,207000,1,20000,1,107000,1,38000,1,300000,1,1000,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,Owner Occupied,256000,68,7,Metal,Masonry Veneer,2110
POL00103,CUS00103,2016-11-02,2025-05-11,HO5,Active,6810,5000,5000,14100,1,469000,1,70000,1,320000,1,77000,1,500000,1,2500,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,575000,17,17,Tile,Frame,3714
POL00104,CUS00104,2011-02-03,2023-07-05,HO6,Active,9360,5000,5000,6200,1,206000,0,0,1,94000,1,59000,1,500000,1,2500,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,Owner Occupied,259000,22,22,Asphalt Shingle,Frame,1838
POL00105,CUS00105,2017-12-03,2026-10-04,HO3,Active,3990,2500,7500,11900,1,596000,1,86000,1,343000,1,125000,1,300000,1,1000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,687000,43,12,Tile,Masonry Veneer,1344
POL00106,CUS00106,2007-12-21,2023-10-07,HO3,Active,8550,1000,5000,21900,1,1093000,1,157000,1,717000,1,200000,1,500000,1,10000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Tenant Occupied,1374000,7,7,Flat/TPO,Masonry,2274
POL00107,CUS00107,2017-04-14,2025-07-23,HO3,Active,9800,7500,7500,34000,1,681000,1,76000,1,308000,1,120000,1,500000,1,2500,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Secondary Residence,720000,6,6,Concrete Tile,Concrete Block,1628
POL00108,CUS00108,2021-04-02,2026-05-04,HO3,Active,3140,7500,10000,11000,1,220000,1,32000,1,112000,1,43000,1,500000,1,2500,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,287000,9,9,Metal,Masonry,1796
POL00109,CUS00109,2013-05-07,2026-10-22,DP3,Active,7860,7500,7500,22400,1,1119000,1,132000,1,544000,1,331000,0,0,0,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Secondary Residence,1354000,70,28,Tile,Masonry,2796
POL00110,CUS00110,2021-08-09,2025-11-16,HO5,Active,9300,2000,2500,15600,1,313000,1,45000,1,191000,1,49000,1,100000,1,2500,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,372000,29,5,Tile,Masonry,3828
POL00111,CUS00111,2013-12-17,2024-06-07,HO3,Active,8790,1000,1000,30800,1,617000,1,89000,1,334000,1,116000,1,300000,1,10000,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,803000,73,27,Flat/TPO,Reinforced Concrete,965
POL00112,CUS00112,2015-12-30,2024-09-26,HO3,Active,4160,7500,10000,20800,1,1042000,1,112000,1,566000,1,284000,1,100000,1,1000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,1019000,64,11,Metal,Frame,2100
POL00113,CUS00113,2014-06-09,2025-02-15,HO3,Active,3970,7500,10000,17300,1,578000,1,75000,1,379000,1,106000,1,300000,1,5000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,744000,20,6,Asphalt Shingle,Masonry,4263
POL00114,CUS00114,2010-05-28,2025-09-19,HO3,Active,2500,2000,2000,60000,1,1200000,1,108000,1,671000,1,274000,1,300000,1,10000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Secondary Residence,1173000,63,32,Asphalt Shingle,Frame,2590
POL00115,CUS00115,2023-07-17,2025-01-28,HO6,Active,3740,1500,7500,53200,1,1064000,1,152000,1,555000,1,269000,1,100000,1,2500,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,1089000,39,14,Asphalt Shingle,Reinforced Concrete,1558
POL00116,CUS00116,2013-06-07,2024-08-28,DP3,Active,5700,2500,5000,25500,1,510000,1,72000,1,265000,1,134000,1,100000,0,0,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,675000,35,20,Concrete Tile,Reinforced Concrete,4281
POL00117,CUS00117,2014-09-16,2024-12-05,HO3,Active,7750,2500,7500,27600,1,920000,1,107000,1,548000,1,179000,1,500000,1,10000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,1262000,8,8,Flat/TPO,Frame,1473
POL00118,CUS00118,2018-07-22,2025-05-06,HO3,Active,3510,2500,2500,9000,1,452000,1,67000,1,283000,1,110000,1,300000,1,10000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,573000,37,19,Asphalt Shingle,Frame,1410
POL00119,CUS00119,2012-02-09,2025-05-29,HO3,Active,6190,2000,7500,15200,1,507000,1,74000,1,334000,1,98000,1,100000,1,1000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Secondary Residence,505000,21,13,Flat/TPO,Masonry,2999
POL00120,CUS00120,2022-03-14,2023-02-09,HO5,Active,5700,7500,7500,5100,1,255000,0,0,1,154000,1,51000,1,300000,1,1000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,258000,15,13,Metal,Masonry Veneer,3548
POL00121,CUS00121,2007-08-05,2023-03-13,HO3,Active,3770,5000,10000,34300,1,1144000,1,171000,1,592000,1,306000,1,100000,1,1000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,1363000,59,12,Flat/TPO,Reinforced Concrete,3697
POL00122,CUS00122,2011-12-10,2025-01-29,HO5,Active,9800,2500,5000,41900,1,838000,1,102000,1,540000,1,153000,1,100000,1,1000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,870000,66,30,Asphalt Shingle,Reinforced Concrete,1860
POL00123,CUS00123,2010-09-30,2023-11-13,DP3,Active,8950,7500,5000,25100,1,502000,1,58000,1,316000,1,92000,0,0,0,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Secondary Residence,607000,59,9,Flat/TPO,Concrete Block,2773
POL00124,CUS00124,2015-02-24,2024-02-08,HO6,Active,8570,1000,10000,19800,1,395000,1,52000,1,185000,1,64000,1,300000,1,10000,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,448000,23,23,Asphalt Shingle,Masonry,3471
POL00125,CUS00125,2023-11-20,2025-10-18,HO3,Active,3790,2500,10000,4000,1,200000,1,29000,1,107000,1,35000,1,500000,1,10000,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Tenant Occupied,254000,56,32,Metal,Concrete Block,1955
POL00126,CUS00126,2023-08-31,2025-12-25,HO3,Active,9660,10000,10000,42100,1,842000,1,105000,1,379000,1,250000,1,100000,1,10000,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,1004000,74,31,Metal,Concrete Block,1041
POL00127,CUS00127,2009-09-23,2023-01-31,HO3,Active,4200,1500,10000,18800,1,376000,1,37000,1,176000,1,92000,1,300000,1,5000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,427000,62,3,Tile,Masonry,4213
POL00128,CUS00128,2024-05-16,2026-01-01,HO3,Active,2180,2500,5000,51900,1,1038000,1,107000,1,566000,1,209000,1,100000,1,10000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,1349000,60,24,Flat/TPO,Reinforced Concrete,2703
POL00129,CUS00129,2021-09-22,2026-09-18,HO3,Active,5800,2000,2500,17100,1,856000,1,89000,1,432000,1,237000,1,100000,1,5000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Secondary Residence,896000,3,3,Metal,Reinforced Concrete,2219
POL00130,CUS00130,2017-03-02,2024-12-29,HO3,Active,5970,7500,10000,21400,1,1069000,1,134000,1,729000,1,230000,1,300000,1,5000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1204000,59,4,Flat/TPO,Frame,3529
POL00131,CUS00131,2021-05-10,2024-12-15,HO3,Active,2550,1000,10000,34500,1,1150000,1,104000,1,762000,1,287000,1,100000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Tenant Occupied,1186000,25,11,Flat/TPO,Frame,3179
POL00132,CUS00132,2020-12-29,2024-06-14,HO3,Active,2810,10000,5000,44400,1,889000,1,114000,1,423000,1,155000,1,100000,1,2500,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,1186000,26,4,Asphalt Shingle,Concrete Block,3250
POL00133,CUS00133,2023-03-06,2025-07-02,HO3,Active,2580,2500,2500,22800,1,1139000,1,152000,1,767000,1,179000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Secondary Residence,1128000,26,25,Tile,Concrete Block,1645
POL00134,CUS00134,2011-12-13,2025-08-25,HO3,Active,3350,5000,10000,21200,1,707000,1,68000,1,349000,1,159000,1,100000,1,1000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,926000,19,18,Asphalt Shingle,Masonry Veneer,2231
POL00135,CUS00135,2009-05-09,2025-07-29,HO5,Active,8560,5000,10000,37400,1,1247000,1,153000,1,804000,1,239000,1,100000,1,1000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,1427000,64,9,Flat/TPO,Frame,1190
POL00136,CUS00136,2012-05-26,2025-06-07,HO3,Active,7530,2000,2500,17300,1,346000,1,32000,1,175000,1,56000,1,500000,1,10000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,420000,39,18,Tile,Masonry Veneer,1832
POL00137,CUS00137,2013-08-31,2023-01-30,HO3,Active,5610,5000,7500,8900,1,297000,1,29000,1,155000,1,66000,1,500000,1,10000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,345000,35,7,Asphalt Shingle,Frame,4052
POL00138,CUS00138,2020-03-10,2025-09-24,HO3,Active,9760,1000,5000,32700,1,1090000,1,160000,1,645000,1,249000,1,300000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,1141000,7,7,Metal,Frame,1536
POL00139,CUS00139,2017-07-15,2025-08-25,HO6,Active,9620,2500,2500,44900,1,898000,1,122000,1,483000,1,268000,1,300000,1,5000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,1092000,47,23,Tile,Frame,2872
POL00140,CUS00140,2018-12-31,2025-01-27,HO3,Active,4070,5000,7500,18600,1,371000,1,36000,1,230000,1,74000,1,100000,1,5000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Tenant Occupied,467000,45,10,Flat/TPO,Reinforced Concrete,2166
POL00141,CUS00141,2020-11-09,2022-04-15,HO3,Active,6520,7500,7500,26500,1,1323000,1,191000,1,721000,1,308000,1,100000,1,2500,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,1441000,55,1,Concrete Tile,Concrete Block,2617
POL00142,CUS00142,2020-02-29,2023-07-28,HO3,Active,2780,7500,10000,17800,1,889000,1,125000,1,607000,1,137000,1,100000,1,2500,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,985000,31,26,Asphalt Shingle,Frame,962
POL00143,CUS00143,2011-04-02,2025-04-28,HO3,Active,5270,7500,5000,20000,1,1001000,1,106000,1,614000,1,169000,1,100000,1,5000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Tenant Occupied,1122000,57,22,Flat/TPO,Reinforced Concrete,1581
POL00144,CUS00144,2014-02-23,2022-09-21,HO5,Active,4210,2000,10000,18600,1,371000,1,39000,1,213000,1,77000,1,100000,1,5000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,366000,13,11,Concrete Tile,Reinforced Concrete,4067
POL00145,CUS00145,2021-11-30,2024-08-21,HO3,Active,5960,1000,10000,14800,1,738000,1,65000,1,398000,1,217000,1,100000,1,1000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,981000,4,3,Flat/TPO,Masonry,2576
POL00146,CUS00146,2018-08-04,2023-02-06,HO3,Active,6020,7500,7500,17400,1,868000,1,111000,1,401000,1,140000,1,500000,1,5000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,1113000,58,13,Concrete Tile,Masonry Veneer,4367
POL00147,CUS00147,2008-02-04,2022-10-31,HO3,Active,2340,5000,2500,15900,1,796000,1,116000,1,534000,1,172000,1,300000,1,2500,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,1091000,39,14,Tile,Reinforced Concrete,2449
POL00148,CUS00148,2013-01-03,2023-06-07,HO3,Active,7910,2000,2000,10600,1,532000,1,67000,1,271000,1,92000,1,500000,1,2500,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Tenant Occupied,526000,63,26,Asphalt Shingle,Masonry Veneer,3010
POL00149,CUS00149,2009-08-21,2023-01-01,HO5,Active,9010,2500,2500,22100,1,737000,1,87000,1,482000,1,180000,1,500000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,977000,12,8,Concrete Tile,Reinforced Concrete,2456
POL00150,CUS00150,2010-11-23,2024-02-27,DP3,Active,3690,1500,1500,12600,1,630000,1,84000,1,440000,1,168000,0,0,0,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,723000,56,27,Flat/TPO,Frame,4213
POL00151,CUS00151,2018-03-28,2023-12-25,HO3,Active,8480,10000,5000,42800,1,857000,1,102000,1,442000,1,142000,1,300000,1,10000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,852000,74,25,Metal,Frame,1645
POL00152,CUS00152,2013-03-30,2023-03-26,HO3,Active,3990,1000,10000,20800,1,417000,1,55000,1,238000,1,71000,1,500000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,429000,64,9,Metal,Frame,3634
POL00153,CUS00153,2017-11-10,2024-11-14,HO5,Active,6470,10000,5000,7100,1,356000,0,0,1,220000,1,73000,1,300000,1,1000,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,427000,39,25,Flat/TPO,Masonry Veneer,1181
POL00154,CUS00154,2010-03-10,2024-11-19,HO3,Active,3830,1000,2500,11200,1,562000,1,80000,1,256000,1,141000,1,100000,1,5000,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,750000,69,18,Flat/TPO,Concrete Block,1472
POL00155,CUS00155,2023-03-20,2026-07-16,HO5,Active,9100,2500,10000,10800,1,542000,0,0,1,274000,1,121000,1,300000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,663000,13,13,Flat/TPO,Frame,4024
POL00156,CUS00156,2020-04-23,2023-10-11,HO3,Active,3560,7500,7500,6700,1,334000,1,48000,1,209000,1,64000,1,300000,1,10000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Tenant Occupied,357000,51,21,Flat/TPO,Reinforced Concrete,2068
POL00157,CUS00157,2019-04-20,2025-09-28,HO6,Active,7120,1000,10000,36600,1,732000,1,85000,1,381000,1,144000,1,500000,1,10000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,714000,74,25,Tile,Frame,2768
POL00158,CUS00158,2017-09-08,2025-02-18,HO3,Active,5050,2000,10000,15900,1,795000,1,107000,1,386000,1,125000,1,300000,1,10000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,980000,74,17,Flat/TPO,Concrete Block,1186
POL00159,CUS00159,2014-12-02,2022-08-26,HO3,Active,2870,10000,10000,53500,1,1070000,1,116000,1,494000,1,226000,1,100000,1,5000,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,1242000,14,14,Flat/TPO,Reinforced Concrete,2292
POL00160,CUS00160,2021-04-10,2025-04-27,HO6,Active,6770,5000,10000,18200,1,606000,1,59000,1,364000,1,179000,1,300000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,733000,74,5,Metal,Masonry,3347
POL00161,CUS00161,2014-11-02,2025-10-24,DP3,Active,8380,1000,5000,6100,1,306000,1,36000,1,140000,1,61000,0,0,0,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,325000,26,26,Flat/TPO,Concrete Block,1955
POL00162,CUS00162,2008-10-02,2024-05-14,HO5,Active,5270,2500,10000,26700,1,890000,1,122000,1,498000,1,182000,1,100000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,1159000,52,14,Concrete Tile,Concrete Block,3447
POL00163,CUS00163,2009-12-17,2025-03-07,HO6,Active,7130,5000,2500,63900,1,1278000,1,146000,1,862000,1,252000,1,300000,1,5000,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Owner Occupied,1295000,28,14,Flat/TPO,Frame,853
POL00164,CUS00164,2022-04-10,2025-05-18,HO5,Active,3550,1500,7500,8800,1,439000,1,50000,1,268000,1,107000,1,300000,1,5000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,469000,20,9,Tile,Frame,3561
POL00165,CUS00165,2020-09-26,2024-04-12,HO3,Active,7330,7500,7500,10300,1,344000,1,37000,1,221000,1,88000,1,500000,1,5000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,447000,20,20,Asphalt Shingle,Reinforced Concrete,1635
POL00166,CUS00166,2013-02-07,2025-03-22,HO3,Active,5120,1000,7500,51500,1,1030000,1,149000,1,513000,1,263000,1,500000,1,5000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,1392000,20,13,Concrete Tile,Concrete Block,4069
POL00167,CUS00167,2012-02-04,2024-07-27,HO5,Active,9110,7500,5000,12400,1,247000,1,31000,1,157000,1,72000,1,300000,1,10000,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Tenant Occupied,248000,35,19,Flat/TPO,Concrete Block,3103
POL00168,CUS00168,2018-10-27,2025-04-26,HO3,Active,4710,1000,10000,23200,1,775000,1,114000,1,528000,1,158000,1,100000,1,5000,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,1048000,11,11,Tile,Concrete Block,880
POL00169,CUS00169,2017-03-11,2025-04-06,HO5,Active,7080,5000,10000,21900,1,730000,1,82000,1,354000,1,205000,1,300000,1,1000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,759000,59,30,Concrete Tile,Masonry,3062
POL00170,CUS00170,2012-04-15,2023-09-02,DP3,Active,8230,1500,7500,16900,1,844000,1,123000,1,389000,1,168000,1,500000,0,0,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,1068000,58,14,Concrete Tile,Concrete Block,4034
POL00171,CUS00171,2024-06-09,2026-03-29,HO6,Active,4500,2500,5000,67600,1,1352000,1,114000,1,766000,1,391000,1,500000,1,2500,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Tenant Occupied,1437000,16,7,Asphalt Shingle,Masonry,3243
POL00172,CUS00172,2019-06-19,2025-03-27,HO3,Active,4570,10000,10000,13000,1,650000,0,0,1,417000,1,174000,1,500000,1,10000,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Secondary Residence,652000,63,32,Concrete Tile,Masonry Veneer,1409
POL00173,CUS00173,2012-01-06,2024-07-16,HO6,Active,7340,2500,2500,14500,1,723000,1,60000,1,490000,1,167000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,868000,67,25,Concrete Tile,Masonry Veneer,3528
POL00174,CUS00174,2011-10-06,2023-10-17,HO5,Active,7240,10000,10000,59400,1,1187000,1,116000,1,795000,1,230000,1,500000,1,1000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,1175000,74,30,Concrete Tile,Masonry Veneer,2474
POL00175,CUS00175,2021-06-14,2023-01-23,HO3,Active,2520,7500,7500,21900,1,1095000,1,159000,1,683000,1,195000,1,100000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,1139000,22,22,Flat/TPO,Masonry,4175
POL00176,CUS00176,2016-08-09,2024-11-14,HO3,Active,6570,2500,2500,27400,1,549000,1,76000,1,333000,1,117000,1,300000,1,2500,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,605000,55,29,Tile,Frame,3889
POL00177,CUS00177,2022-02-14,2025-01-09,HO3,Active,4300,7500,7500,22300,1,1116000,1,102000,1,597000,1,198000,1,300000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Tenant Occupied,1428000,21,16,Flat/TPO,Reinforced Concrete,1642
POL00178,CUS00178,2018-02-09,2026-02-16,HO5,Active,7910,10000,5000,17600,1,353000,1,35000,1,246000,1,98000,1,100000,1,1000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,363000,69,26,Asphalt Shingle,Frame,3309
POL00179,CUS00179,2015-12-10,2025-06-24,HO5,Active,8820,5000,2500,11800,1,237000,1,26000,1,108000,1,48000,1,100000,1,10000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Secondary Residence,233000,42,4,Flat/TPO,Concrete Block,3461
POL00180,CUS00180,2022-05-26,2026-09-24,DP3,Active,8560,2500,5000,22400,1,1122000,0,0,1,655000,1,234000,0,0,0,0,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,1218000,59,24,Concrete Tile,Frame,3948
POL00181,CUS00181,2020-03-29,2025-05-14,DP3,Active,9740,1500,2500,17600,1,881000,0,0,1,466000,1,259000,1,300000,0,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,859000,28,12,Asphalt Shingle,Reinforced Concrete,3872
POL00182,CUS00182,2017-04-28,2025-01-26,HO3,Active,5980,2000,7500,23400,1,1169000,0,0,1,802000,1,318000,1,300000,1,2500,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,1275000,55,24,Metal,Reinforced Concrete,1526
POL00183,CUS00183,2018-12-27,2025-08-23,HO3,Active,6480,1500,1500,47800,1,956000,1,107000,1,661000,1,247000,1,100000,1,5000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,1045000,73,6,Flat/TPO,Masonry Veneer,2312
POL00184,CUS00184,2011-10-31,2022-09-02,HO3,Active,6020,10000,10000,25600,1,1279000,1,151000,1,736000,1,276000,1,500000,1,10000,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,1297000,27,16,Asphalt Shingle,Reinforced Concrete,4405
POL00185,CUS00185,2020-04-30,2023-04-28,HO3,Active,2070,1000,2500,5500,1,273000,1,30000,1,184000,1,47000,1,500000,1,2500,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,275000,27,15,Tile,Concrete Block,3923
POL00186,CUS00186,2010-01-12,2025-02-12,HO3,Active,2590,7500,2500,4200,1,210000,1,22000,1,107000,1,35000,1,300000,1,10000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Tenant Occupied,221000,28,15,Asphalt Shingle,Masonry Veneer,3410
POL00187,CUS00187,2013-12-02,2025-09-08,HO5,Active,5290,1000,1000,8400,1,279000,1,33000,1,149000,1,67000,1,100000,1,10000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,348000,37,23,Tile,Masonry Veneer,3551
POL00188,CUS00188,2015-07-08,2024-02-10,HO3,Active,6350,5000,10000,26400,1,879000,1,92000,1,433000,1,244000,1,300000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,881000,24,22,Tile,Reinforced Concrete,3166
